         0.5    0.926674    0.889325  0.00503116
         0.6    0.696768    0.669396  0.00476686
         0.7    0.465773    0.444929  0.00353539
         0.8    0.283938    0.291418  0.00255778
         0.9     0.20615    0.201107  0.00169404
           1    0.153359    0.146775    0.001255
         1.1    0.114187    0.111934 0.000986684
         1.2   0.0905008   0.0884433 0.000836066
         1.3   0.0713952   0.0726918 0.000674945
         1.4    0.060424   0.0602869 0.000543715
         1.5   0.0526808   0.0504174 0.000488397
         1.6   0.0470992   0.0437243 0.000430537
         1.7   0.0405032   0.0380473 0.000369328
         1.8    0.035468   0.0336616  0.00031717
         1.9   0.0312872   0.0299974 0.000290397
           2   0.0288616   0.0270549 0.000284033
