           1     9.62839     9.62839           0
           2     9.65379     9.64109  0.00898201
           3     9.66601      9.6494  0.00904801
           4     9.65932     9.65188  0.00711779
           5     9.64435     9.65037  0.00585117
           6     9.66424     9.65268  0.00531293
           7     9.68366     9.65711  0.00612551
           8     9.64563     9.65567  0.00552522
           9     9.63014     9.65284   0.0055923
          10     9.65698     9.65325  0.00504837
          11     9.64674     9.65266  0.00462397
          12     9.64668     9.65216  0.00426541
          13     9.63513     9.65085   0.0041336
          14     9.66069     9.65155  0.00389765
          15     9.61517     9.64913  0.00432731
          16     9.65444     9.64946  0.00406958
          17     9.66339     9.65028  0.00391183
          18     9.60063     9.64752  0.00456455
          19     9.64898      9.6476  0.00432496
          20     9.65244     9.64784  0.00411547
          21     9.62607      9.6468  0.00404794
          22     9.65734     9.64728  0.00389215
          23      9.6387     9.64691  0.00374077
          24     9.68343     9.64843  0.00388214
          25     9.68648     9.64995  0.00401407
          26     9.65559     9.65017  0.00386553
          27     9.61489     9.64886  0.00393697
          28     9.63573     9.64839  0.00382418
          29     9.65578     9.64865  0.00370077
          30     9.67104      9.6494  0.00365192
          31     9.60364     9.64792  0.00382075
          32      9.6638     9.64842  0.00373345
          33     9.62734     9.64778  0.00367455
          34     9.67629     9.64862  0.00366094
          35     9.65369     9.64876  0.00355921
          36     9.61861     9.64792  0.00355752
          37      9.6438     9.64781  0.00346311
          38     9.67737     9.64859  0.00345822
          39     9.62293     9.64793  0.00343154
          40     9.65049       9.648  0.00334635
          41     9.60734       9.647  0.00340848
          42     9.64357     9.64692   0.0033283
          43     9.63452     9.64663  0.00326338
          44     9.63808     9.64644  0.00319499
          45     9.64091     9.64632  0.00312635
          46     9.65466      9.6465  0.00306364
          47     9.62963     9.64614  0.00301941
          48     9.63702     9.64595  0.00296248
          49     9.66079     9.64625  0.00291745
          50     9.66461     9.64662  0.00288213
          51     9.64673     9.64662  0.00282561
          52      9.6594     9.64687  0.00278194
          53     9.64805     9.64689  0.00272954
          54      9.6536     9.64701  0.00268182
          55     9.64726     9.64702  0.00263306
          56     9.63613     9.64682  0.00259322
          57     9.62607     9.64646  0.00257316
          58     9.64316      9.6464  0.00252942
          59      9.6607     9.64664  0.00249814
          60     9.59989     9.64587  0.00257516
          61     9.64993     9.64593  0.00253381
          62     9.67442     9.64639  0.00253425
          63     9.63123     9.64615  0.00250542
          64     9.57325     9.64501  0.00271286
          65     9.63868     9.64491  0.00267287
          66     9.65045       9.645  0.00263369
          67     9.65421     9.64514  0.00259796
          68     9.64833     9.64518  0.00256018
          69     9.65472     9.64532  0.00252681
          70     9.64109     9.64526  0.00249143
          71     9.63165     9.64507  0.00246371
          72     9.64628     9.64509  0.00242954
          73     9.62476     9.64481  0.00241217
          74     9.63786     9.64471  0.00238139
          75     9.66444     9.64498  0.00236412
          76     9.67291     9.64534  0.00236141
          77     9.61115      9.6449  0.00237213
          78     9.61937     9.64457  0.00236419
          79     9.65231     9.64467  0.00233629
          80     9.65716     9.64483   0.0023123
          81     9.66099     9.64503  0.00229235
          82     9.63792     9.64494  0.00226603
          83     9.62132     9.64465  0.00225652
          84     9.67628     9.64503  0.00226085
          85     9.64941     9.64508  0.00223484
          86      9.6523     9.64517  0.00221043
          87     9.65231     9.64525  0.00218655
          88     9.63671     9.64515  0.00216385
          89     9.64601     9.64516  0.00213956
          90     9.65512     9.64527  0.00211865
          91     9.63168     9.64512  0.00210063
          92     9.62901     9.64495  0.00208508
          93     9.66407     9.64515  0.00207277
          94     9.66785     9.64539  0.00206474
          95     9.64353     9.64538  0.00204309
          96     9.63138     9.64523    0.002027
          97     9.65418     9.64532  0.00200821
          98     9.62818     9.64515  0.00199532
          99     9.64805     9.64518  0.00197538
