           1     1.39229     1.39229           0
           2      1.3922     1.39225 3.15316e-05
           3     1.39209      1.3922 4.61959e-05
           4     1.39219     1.39219 3.46653e-05
           5     1.39218     1.39219 2.77817e-05
           6     1.39215     1.39219 2.40047e-05
           7     1.39212     1.39218 2.24235e-05
           8     1.39209     1.39216  2.2282e-05
           9     1.39213     1.39216 2.01843e-05
          10     1.39217     1.39216 1.81976e-05
          11     1.39218     1.39216 1.65863e-05
          12     1.39222     1.39217 1.59825e-05
          13     1.39221     1.39217 1.50257e-05
          14     1.39217     1.39217 1.39535e-05
          15     1.39204     1.39216 1.56345e-05
          16     1.39203     1.39215 1.67354e-05
          17      1.3921     1.39215 1.60141e-05
          18     1.39218     1.39215 1.51924e-05
          19     1.39211     1.39215 1.45879e-05
          20     1.39207     1.39215 1.43837e-05
          21     1.39211     1.39214 1.38107e-05
          22     1.39206     1.39214 1.37129e-05
          23     1.39205     1.39214 1.36286e-05
          24     1.39207     1.39213 1.33236e-05
          25     1.39199     1.39213 1.39047e-05
          26       1.392     1.39212   1.418e-05
          27      1.3921     1.39212 1.36853e-05
          28     1.39216     1.39212 1.32782e-05
          29     1.39212     1.39212 1.28204e-05
          30     1.39192     1.39212 1.40285e-05
          31       1.392     1.39211 1.40385e-05
          32     1.39215     1.39211 1.36356e-05
          33     1.39214     1.39212  1.3238e-05
          34     1.39221     1.39212 1.31303e-05
          35     1.39209     1.39212 1.27791e-05
          36     1.39214     1.39212 1.24457e-05
          37     1.39219     1.39212 1.22767e-05
          38     1.39218     1.39212 1.20563e-05
          39      1.3921     1.39212 1.17584e-05
          40     1.39218     1.39212 1.15477e-05
          41     1.39219     1.39212 1.13992e-05
          42     1.39216     1.39213 1.11586e-05
          43      1.3921     1.39212 1.09104e-05
          44     1.39214     1.39212 1.06668e-05
          45     1.39218     1.39213 1.04972e-05
          46     1.39224     1.39213 1.05657e-05
          47     1.39214     1.39213 1.03448e-05
          48     1.39218     1.39213 1.01836e-05
          49     1.39227     1.39213 1.03891e-05
          50     1.39223     1.39213 1.03794e-05
          51     1.39223     1.39214 1.03371e-05
          52     1.39222     1.39214 1.02679e-05
          53     1.39218     1.39214 1.01054e-05
          54     1.39216     1.39214 9.92576e-06
          55     1.39203     1.39214 9.94601e-06
          56     1.39203     1.39214 9.94215e-06
          57       1.392     1.39213 1.00637e-05
          58     1.39205     1.39213 9.98254e-06
          59     1.39213     1.39213 9.81349e-06
          60     1.39217     1.39213 9.67489e-06
          61     1.39225     1.39213 9.71546e-06
          62     1.39219     1.39214 9.60105e-06
          63     1.39218     1.39214 9.47054e-06
          64     1.39217     1.39214 9.33738e-06
          65     1.39216     1.39214 9.19929e-06
          66     1.39209     1.39214 9.08769e-06
          67     1.39196     1.39213 9.33692e-06
          68     1.39208     1.39213 9.23639e-06
          69     1.39207     1.39213 9.14412e-06
          70     1.39212     1.39213 9.01634e-06
          71     1.39211     1.39213 8.89431e-06
          72     1.39216     1.39213 8.77801e-06
          73     1.39196     1.39213  8.9785e-06
          74     1.39221     1.39213 8.92206e-06
          75     1.39217     1.39213 8.81545e-06
          76      1.3921     1.39213 8.70998e-06
          77     1.39205     1.39213 8.66252e-06
          78     1.39201     1.39213 8.68004e-06
          79     1.39207     1.39213 8.59888e-06
          80     1.39212     1.39213 8.49144e-06
          81     1.39213     1.39213 8.38685e-06
          82     1.39209     1.39213 8.29407e-06
          83     1.39212     1.39213 8.19476e-06
          84     1.39219     1.39213 8.13225e-06
          85     1.39218     1.39213 8.05754e-06
          86     1.39218     1.39213 7.99071e-06
          87     1.39213     1.39213 7.89887e-06
          88     1.39207     1.39213 7.83878e-06
          89      1.3919     1.39213 8.16199e-06
          90     1.39204     1.39212 8.13081e-06
          91      1.3921     1.39212 8.04679e-06
          92     1.39206     1.39212 7.98795e-06
          93     1.39214     1.39212 7.90349e-06
          94     1.39212     1.39212 7.81943e-06
          95     1.39206     1.39212 7.76933e-06
          96     1.39202     1.39212 7.75912e-06
          97     1.39202     1.39212 7.75586e-06
          98      1.3921     1.39212 7.68097e-06
          99     1.39223     1.39212 7.68633e-06
         100     1.39222     1.39212 7.67631e-06
