           0           0           0
    0.064633           0           0
    0.129266           0           0
    0.193899           0           0
    0.258532           0           0
    0.323165           0           0
    0.387798           0           0
    0.452431           0           0
    0.517064           0           0
    0.581697           0           0
     0.64633           0           0
    0.710963           0           0
    0.775596           0           0
     0.84023  0.00130213 0.000366039
    0.904863    0.148186  0.00561699
    0.969496     1.05918   0.0189299
     1.03413     1.99896   0.0303052
     1.09876      2.1528   0.0339624
     1.16339     1.99484   0.0328575
     1.22803      1.7707   0.0241591
     1.29266     1.54771     0.02072
     1.35729     1.41234   0.0183945
     1.42193     1.29182   0.0177398
     1.48656     1.20178   0.0156935
     1.55119     1.15128   0.0133846
     1.61583     1.12341   0.0161764
     1.68046     1.10019   0.0146648
     1.74509     1.06099   0.0145992
     1.80973     1.05949   0.0145923
     1.87436     1.06171    0.013054
     1.93899     1.04657   0.0115949
     2.00362     1.04779   0.0114842
     2.06826     1.03666   0.0108917
     2.13289     1.03994   0.0109089
     2.19752     1.04099    0.011607
     2.26216     1.03976  0.00940502
     2.32679     1.03385  0.00949335
     2.39142     1.02818  0.00956093
     2.45606     1.02409  0.00811722
     2.52069     1.01525  0.00828208
     2.58532     1.00718   0.0082143
     2.64995    0.996207  0.00909008
     2.71459    0.988062  0.00867114
     2.77922    0.998866  0.00835601
     2.84385     0.99552  0.00915481
     2.90849    0.997284  0.00745798
     2.97312    0.993383  0.00718214
     3.03775    0.978557  0.00757884
     3.10239    0.984454  0.00787256
     3.16702    0.984581  0.00787242
     3.23165    0.982506  0.00745165
     3.29629    0.979326  0.00624396
     3.36092    0.983969  0.00608157
     3.42555    0.987302  0.00582064
     3.49018    0.982282  0.00606094
     3.55482    0.987639  0.00609253
     3.61945    0.989592  0.00739062
     3.68408    0.984112  0.00678896
     3.74872    0.982254  0.00623324
     3.81335    0.982984  0.00632893
     3.87798    0.979773  0.00529806
     3.94262    0.985176  0.00537919
     4.00725    0.984187   0.0058169
     4.07188    0.984736  0.00559783
     4.13651     0.97904  0.00470412
     4.20115    0.981306  0.00569258
     4.26578    0.977924  0.00596801
     4.33041    0.975198  0.00451103
     4.39505    0.986193  0.00458789
     4.45968    0.990135  0.00550389
     4.52431    0.993443  0.00505799
     4.58895    0.984977  0.00483169
     4.65358    0.983949  0.00492149
     4.71821    0.983244  0.00454751
     4.78285    0.984783  0.00440326
     4.84748    0.980155  0.00422397
     4.91211    0.979311  0.00438715
     4.97674    0.980709  0.00455441
     5.04138    0.978183  0.00438556
     5.10601    0.983569  0.00460228
     5.17064    0.983443  0.00450833
     5.23528    0.993493  0.00423273
     5.29991     0.99054  0.00382613
     5.36454     0.98608  0.00449414
     5.42918    0.987298  0.00484355
     5.49381    0.985716  0.00422914
     5.55844    0.986725  0.00376916
     5.62307    0.991376  0.00381251
     5.68771    0.987974  0.00374992
     5.75234    0.991719  0.00392288
     5.81697     0.99283  0.00355184
     5.88161    0.995696  0.00314693
     5.94624    0.998483  0.00375653
     6.01087    0.995268  0.00330695
     6.07551    0.989775  0.00348769
     6.14014    0.982933   0.0033076
     6.20477    0.990868  0.00342745
      6.2694    0.992948   0.0036811
     6.33404    0.987474  0.00366981
     6.39867    0.988207  0.00373262
